Order_ID,Order_Date,Customer_ID,Customer_Name,City,Product_Category,Product_Name,Sales_Channel,Quantity,Unit_Price,Discount_%,Total_Sales,Customer_Rating
ORD10654,20-04-2025,CUST5887,Anil,Pune,Dairy,Juice,Store,3,60.12,0,180.36,1.0
ORD10655,13-05-2025,CUST8790,Ravi,Hyderabad City,Frozen Foods,Juice,Mobile App,5,98.98,10,445.41,4.0
ORD10656,21 Dec 2025,CUST6185,Sneha,Hyderabad,Beverages,Bread,Mobile App,10,315.93,10,2843.37,
ORD10657,2025/09/13,CUST2596,Sita,Hyderabad,Beverages,Juice,Offline,1,494.35,5,469.63,
ORD10658,07-10-2025,CUST5947,Sneha,Bengaluru,Bakery,Bread,Online,10,478.45,10,4306.05,1.0
ORD10659,2025/11/29,CUST8517,Sneha,Mumbai,Beverage,Cookies,Offline,7,271.12,10,1708.06,2.0
ORD10660,25 Mar 2025,CUST2468,Sneha,Hyderabad,Bakery,Juice,Mobile App,10,470.19,0,4701.9,1.0
ORD10661,16 Nov 2025,CUST4204,Sita,Pune,Snacks,Chips,Web,7,121.7,15,724.12,1.0
ORD10662,2025/08/26,CUST4957,,Hyderabad,Dairy,Cookies,Online,9,156.13,25,1053.88,4.0
ORD10157,11 Jul 2025,CUST8030,Rahul,Hyderabad City,Frozen Foods,Juice,Mobile App,7,112.48,25,590.52,1.0
ORD10664,2025/03/30,CUST5263,Rahul,Hyderabad City,Beverage,Juice,Offline,3,262.04,25,589.59,4.0
ORD10665,2025/01/14,CUST3138,Ravi,Pune,Frozen Foods, Milk ,Web,9,461.89,0,4157.01,1.0
ORD10666,01-12-2025,CUST3355,Priya,Hyderabad,Frozen Foods,Bread,Store,7,389.79,25,2046.4,1.0
ORD10667,2025/02/26,CUST7402,Sita,HYD,Dairy,Ice Cream,Online,3,64.53,15,164.55,2.0
ORD10668,07 Sep 2025,CUST5894,Sita,Hyderabad,Beverages,Juice,Store,6,324.1,15,1652.91,2.0
ORD10669,17-01-2025,CUST2992,Rahul,Bangalore,Bakery,Cake,Online,10,282.31,5,2681.94,3.0
ORD10670,23 Sep 2025,CUST3073,Kiran,Bengaluru,Beverage,Cookies,Mobile App,4,34.16,5,129.81,
ORD10671,2025/02/17,CUST5605,Priya,Mumbai,Snacks,Cake,Store,7,462.73,10,2915.2,
ORD10672,2025/10/28,CUST2762,Kiran,Mumbai,Dairy,Cake,Offline,8,223.39,25,1340.34,3.0
ORD10673,11 Jul 2025,CUST9691,Sita,Chennai,Dairy,Chips,Online,5,301.7,10,1357.65,
ORD10674,2025/06/15,CUST1178,Kiran,Chennai,Beverages,Soft Drink,Mobile App,6,198.54,10,1072.12,3.0
ORD10675,14-06-2025,CUST2225,Sita,Mumbai,Frozen Foods,Bread,Mobile App,2,289.26,25,433.89,
ORD10676,13-06-2025,CUST6355,,Mumbai,Beverages,Cake,Store,5,222.19,0,1110.95,5.0
ORD10018,26 Nov 2025,CUST6527,Ravi,Hyderabad,Snacks,Ice Cream,Mobile App,7,37.76,20,211.46,1.0
ORD10678,01 Aug 2025,CUST5889,Priya,Pune,Dairy,Cookies,Online,9,391.81,15,2997.35,4.0
ORD10679,13-11-2025,CUST2442,Ravi,Bangalore,Frozen Foods,Chips,Web,6,433.47,25,1950.62,2.0
ORD10680,03-10-2025,CUST5422,Ravi,Hyderabad City,Beverages,Chips,Store,5,56.02,10,252.09,4.0
ORD10681,2025/03/06,CUST9029,Kiran,Bengaluru,Beverage,Juice,Mobile App,2,270.45,5,513.85,
ORD10682,2025/05/16,CUST4481,Sita,Hyderabad,Frozen Foods,Bread,Offline,4,353.58,0,1414.32,1.0
ORD10683,17-07-2025,CUST8438,Vijay,Hyderabad City,Bakery,Bread,Online,9,266.69,10,2160.19,3.0
ORD10684,2025/04/23,CUST2672,Sneha,Hyderabad City,Dairy,Bread,Online,4,52.95,15,180.03,3.0
ORD10685,04-05-2025,CUST2377,Vijay,Chennai,Dairy,Chips,Offline,9,237.27,10,1921.89,5.0
ORD10686,2025/09/15,CUST5816,Rahul,Bangalore,Dairy,Ice Cream,Offline,1,331.34,25,248.5,2.0
ORD10687,29 Sep 2025,CUST5361,Vijay,Bangalore,Snacks,Soft Drink,Store,4,480.31,5,1825.18,1.0
ORD10688,26 Apr 2025,CUST5718,Sneha,Bengaluru,Frozen Foods,Soft Drink,Online,5,257.68,5,1223.98,3.0
ORD10689,15 Sep 2025,CUST1208,Vijay,Pune,Dairy,Bread,Web,2,99.99,10,179.98,2.0
ORD10270,09-02-2025,CUST5762,Ravi,Bangalore,Bakery,Cake,Store,8,439.14,15,2986.15,1.0
ORD10691,17-03-2025,CUST6968,Sita,Pune,Snacks,Cookies,Web,6,495.1,10,2673.54,3.0
ORD10692,20 Jun 2025,CUST9156,Vijay,Hyderabad,Beverages,Chips,Store,7,431.01,25,2262.8,3.0
ORD10693,2025/08/09,CUST9927,Anil,Pune,Bakery,Bread,Offline,7,326.59,10,2057.52,
ORD10694,2025/12/14,CUST6624,Rahul,HYD,Dairy,Juice,Mobile App,5,168.48,0,842.4,
ORD10695,2025/06/27,CUST3664,Sita,Bengaluru,Dairy,Cake,Web,3,243.83,5,694.92,3.0
ORD10696,31-05-2025,CUST1010,,Hyderabad,Beverage,Ice Cream,Offline,2,45.53,10,-81.95,3.0
ORD10697,26 May 2025,CUST8752,Kiran,Chennai,Beverages,Ice Cream,Mobile App,4,227.38,0,909.52,1.0
ORD10698,2025/02/20,CUST5096,Priya,Hyderabad City,Dairy,Milk,Store,6,406.1,5,2314.77,2.0
ORD10699,06-06-2025,CUST8240,Priya,Chennai,Bakery,Cake,Web,7,395.55,15,2353.52,5.0
ORD10700,2025/08/07,CUST5954,Sneha,Bangalore,Bakery, Cake ,Store,9,32.68,15,250.0,2.0
ORD10701,14 Nov 2025,CUST2387,Priya,Hyderabad,Beverage,Juice,Online,1,242.15,20,193.72,1.0
ORD10702,2025/02/19,CUST4359,Vijay,Hyderabad City,Bakery,Chips,Mobile App,10,343.72,25,2577.9,
ORD10703,12 Dec 2025,CUST2100,Kiran,Hyderabad,Beverages,Ice Cream,Store,1,406.7,20,325.36,1.0
ORD10704,24-09-2025,CUST7628,Anil,Pune,Beverages, Cake ,Offline,9,233.03,0,2097.27,3.0
ORD10705,2025/10/07,CUST9380,Vijay,Bangalore,Dairy,Soft Drink,Mobile App,1,108.71,25,81.53,2.0
ORD10706,08-12-2025,CUST8488,Vijay,HYD,Bakery,Ice Cream,Mobile App,2,242.7,15,412.59,3.0
ORD10310,18 Jan 2025,CUST6861,,Bangalore,Beverage,Cookies,Store,8,443.56,15,3016.21,2.0
ORD10708,02-02-2025,CUST2117,Kiran,Pune,Dairy,Cookies,Mobile App,3,153.6,25,345.6,4.0
ORD10709,03 Apr 2025,CUST1736,Priya,Hyderabad,Frozen Foods,Cookies,Offline,10,187.09,20,1496.72,1.0
ORD10710,07-12-2025,CUST3850,Vijay,Mumbai,Dairy,Cake,Online,4,491.04,25,1473.12,1.0
ORD10711,09-05-2025,CUST2763,Ravi,Pune,Dairy,Soft Drink,Offline,6,311.14,0,1866.84,3.0
ORD10712,21 Oct 2025,CUST4150,Anil,HYD,Bakery,Cake,Online,5,128.24,25,480.9,5.0
ORD10713,09-12-2025,CUST6582,,Hyderabad City,Frozen Foods,Milk,Store,6,391.71,20,1880.21,1.0
ORD10714,17 Apr 2025,CUST7162,Vijay,HYD,Bakery,Cookies,Online,9,429.64,0,3866.76,
ORD10715,2025/09/22,CUST5118,Sita,Mumbai,Frozen Foods,Bread,Web,9,178.84,5,1529.08,3.0
ORD10716,2025/03/22,CUST2816,Sita,Pune,Beverage,Bread,Online,10,260.02,15,2210.17,5.0
ORD10717,2025/08/04,CUST2021,Anil,Bangalore,Dairy,Chips,Online,9,412.05,10,3337.61,
ORD10718,16 Oct 2025,CUST3121,Ravi,Bengaluru,Frozen Foods,Soft Drink,Online,10,374.86,0,3748.6,4.0
ORD10719,12 Sep 2025,CUST9752,Anil,Mumbai,Frozen Foods,Juice,Online,4,30.29,0,121.16,2.0
ORD10720,2025/01/27,CUST7024,Sneha,Chennai,Beverages,Juice,Web,9,86.13,15,658.89,5.0
ORD10721,30-01-2025,CUST1931,Anil,HYD,Snacks,Chips,Offline,9,292.66,0,2633.94,2.0
ORD10722,25-05-2025,CUST2258,Rahul,HYD,Beverage,Bread,Store,3,310.94,15,792.9,
ORD10723,28 Dec 2025,CUST5001,Rahul,Bengaluru,Beverage,Bread,Store,5,471.88,20,1887.52,
ORD10724,2025/01/28,CUST4453,Sneha,HYD,Beverage,Cake,Offline,4,457.78,20,1464.9,
ORD10725,01 May 2025,CUST7294,Vijay,Bengaluru,Snacks,Cake,Online,1,259.48,0,259.48,5.0
ORD10726,2025/11/09,CUST9724,,Hyderabad,Frozen Foods,Juice,Web,1,127.74,15,108.58,4.0
ORD10727,28-06-2025,CUST8111,Rahul,Mumbai,Frozen Foods,Ice Cream,Online,10,123.94,0,1239.4,5.0
ORD10728,2025/10/11,CUST8656,Priya,Bangalore,Beverages,Cake,Online,10,389.13,10,3502.17,4.0
ORD10729,2025/12/16,CUST5104,Sita,Hyderabad,Snacks,Ice Cream,Web,7,38.53,10,242.74,
ORD10730,2025/06/14,CUST4569,Kiran,Mumbai,Snacks,Chips,Store,8,37.76,10,271.87,5.0
ORD10731,22 May 2025,CUST3858,Rahul,Hyderabad City,Bakery,Cake,Online,5,144.58,15,614.47,
ORD10732,02-12-2025,CUST5244,Kiran,Bengaluru,Snacks,Cake,Web,1,285.64,5,271.36,
ORD10733,23 Jan 2025,CUST7084,Anil,Mumbai,Snacks,Soft Drink,Mobile App,2,265.3,5,504.07,5.0
ORD10734,15-03-2025,CUST1510,Rahul,Hyderabad City,Beverage,Cookies,Online,7,450.75,10,2839.72,3.0
ORD10735,18 Mar 2025,CUST6636,Ravi,Bangalore,Dairy,Bread,Store,9,363.57,25,2454.1,5.0
ORD10736,2025/03/18,CUST2986,Sita,Hyderabad,Bakery,Bread,Mobile App,10,322.56,25,2419.2,
ORD10737,2025/09/24,CUST2890,Rahul,Bangalore,Dairy,Ice Cream,Mobile App,6,136.68,10,738.07,3.0
ORD10738,30 Jun 2025,CUST9808,Sita,Bangalore,Dairy,Cake,Store,8,397.43,5,3020.47,2.0
ORD10739,2025/11/07,CUST4245,Priya,Hyderabad City,Dairy,Soft Drink,Online,7,262.41,5,1745.03,
ORD10740,2025/08/03,CUST9436,Vijay,Mumbai,Dairy,Milk,Web,7,31.49,5,209.41,2.0
ORD10741,23 Dec 2025,CUST1741,Anil,HYD,Frozen Foods,Soft Drink,Web,6,303.91,20,1458.77,
ORD10742,29 Jul 2025,CUST9345,Vijay,HYD,Beverages,Juice,Online,8,356.05,25,2136.3,5.0
ORD10743,09 Jul 2025,CUST6588,Vijay,Hyderabad,Bakery,Cake,Store,10,154.06,0,1540.6,4.0
ORD10744,24 Oct 2025,CUST4451,Sneha,Mumbai,Bakery,Juice,Web,3,477.69,0,1433.07,
ORD10745,2025/11/12,CUST5250,Sita,HYD,Beverages,Milk,Web,5,253.59,5,1204.55,3.0
ORD10746,16 Apr 2025,CUST7054,,Bangalore,Beverage,Chips,Store,9,278.2,5,-2378.61,1.0
ORD10747,16 Aug 2025,CUST3241,Kiran,Bengaluru,Frozen Foods,Ice Cream,Online,2,233.31,15,396.63,1.0
ORD10748,10 Feb 2025,CUST2213,Anil,Chennai,Snacks,Cookies,Mobile App,6,152.53,25,686.38,
ORD10749,28 Dec 2025,CUST4205,Rahul,Bengaluru,Dairy,Chips,Offline,1,138.04,20,110.43,2.0
ORD10750,06 Apr 2025,CUST8115,Vijay,HYD,Dairy,Bread,Store,2,476.4,25,714.6,1.0
ORD10751,30-12-2025,CUST3950,Ravi,Bengaluru,Beverages,Ice Cream,Web,10,132.66,10,1193.94,
ORD10752,08 Sep 2025,CUST6331,Sneha,Bangalore,Frozen Foods,Cake,Mobile App,4,73.94,10,266.18,4.0
ORD10753,2025/08/26,CUST4847,Sita,Hyderabad,Beverage,Juice,Web,8,423.26,15,2878.17,
ORD10754,29-07-2025,CUST8954,Rahul,Bangalore,Beverage,Cookies,Online,8,224.1,10,1613.52,3.0
ORD10755,29-07-2025,CUST1345,Kiran,Mumbai,Snacks,Soft Drink,Web,10,313.16,5,2975.02,1.0
ORD10756,11-10-2025,CUST5754,Ravi,Hyderabad City,Beverage,Cookies,Web,3,422.31,15,1076.89,2.0
ORD10757,11 Oct 2025,CUST3571,Anil,Bengaluru,Beverage,Chips,Online,9,69.21,15,529.46,1.0
ORD10758,19-12-2025,CUST2391,Ravi,HYD,Snacks,Soft Drink,Store,7,334.53,5,2224.62,3.0
ORD10759,01-08-2025,CUST6303,Ravi,Mumbai,Bakery,Milk,Online,10,400.46,5,3804.37,3.0
ORD10760,23-08-2025,CUST5659,Sita,Bangalore,Dairy,Cake,Online,7,64.67,15,384.79,4.0
ORD10761,2025/07/21,CUST6089,Sita,Chennai,Beverages,Chips,Online,4,234.6,15,797.64,
ORD10762,28-03-2025,CUST4808,Vijay,Hyderabad,Dairy,Soft Drink,Web,10,422.27,20,3378.16,5.0
ORD10763,22-06-2025,CUST9188,Ravi,Chennai,Frozen Foods,Juice,Offline,5,351.39,20,1405.56,5.0
ORD10764,2025/12/29,CUST2990,Sita,Hyderabad City,Beverages,Juice,Mobile App,7,81.1,0,567.7,
ORD10765,28-02-2025,CUST5820,Sneha,Bengaluru,Bakery,Cake,Web,9,220.71,0,1986.39,4.0
ORD10766,10 Jul 2025,CUST6409,Kiran,Hyderabad City,Beverages,Bread,Store,6,269.3,10,1454.22,2.0
ORD10767,31-08-2025,CUST9810,Rahul,Pune,Beverage,Milk,Online,1,169.68,5,161.2,1.0
ORD10768,28 Aug 2025,CUST6009,Kiran,Chennai,Bakery,Bread,Mobile App,1,465.38,10,418.84,4.0
ORD10769,15 Oct 2025,CUST9557,Anil,Mumbai,Beverage,Milk,Store,4,154.39,10,555.8,2.0
ORD10770,31 Oct 2025,CUST3400,Priya,Hyderabad City,Beverages,Cake,Mobile App,1,396.02,5,376.22,5.0
ORD10771,15-06-2025,CUST7442,Ravi,Mumbai,Dairy,Cake,Mobile App,8,177.0,20,1132.8,2.0
ORD10772,2025/09/25,CUST5104,Sita,HYD,Bakery,Bread,Mobile App,5,361.45,15,1536.16,4.0
ORD10773,02-04-2025,CUST1174,Rahul,Bangalore,Dairy,Cookies,Web,4,316.15,5,1201.37,2.0
ORD10774,03 Jan 2025,CUST5504,Priya,Pune,Dairy,Cookies,Online,9,462.35,20,3328.92,
ORD10775,2025/12/27,CUST8756,Priya,HYD,Snacks,Chips,Web,8,498.67,25,2992.02,2.0
ORD10730,20 Mar 2025,CUST2597,Kiran,Bengaluru,Beverages,Milk,Store,2,46.9,25,70.35,3.0
ORD10777,20 Jun 2025,CUST7605,Rahul,Mumbai,Frozen Foods,Milk,Online,10,366.63,10,3299.67,
ORD10778,14-09-2025,CUST1052,Priya,Bengaluru,Beverage,Cake,Store,10,115.37,20,922.96,
ORD10779,2025/06/24,CUST1329,Sita,Hyderabad City,Snacks,Cake,Offline,2,107.6,0,215.2,5.0
ORD10780,24-08-2025,CUST5570,Anil,Hyderabad City,Bakery,Bread,Web,3,169.03,15,431.03,2.0
ORD10781,2025/04/07,CUST6715,Anil,Pune,Frozen Foods,Ice Cream,Offline,8,146.98,15,999.46,3.0
ORD10782,2025/10/27,CUST6606,Kiran,Bengaluru,Snacks,Bread,Store,7,186.52,25,979.23,2.0
ORD10783,13-05-2025,CUST7191,Vijay,Hyderabad,Beverage,Soft Drink,Online,3,248.1,15,632.65,3.0
ORD10784,05-01-2025,CUST9958,Sneha,Hyderabad City,Snacks,Cookies,Mobile App,2,109.81,10,197.66,4.0
ORD10785,22 Aug 2025,CUST7572,Sneha,Bengaluru,Snacks,Cake,Offline,5,367.22,20,1468.88,
ORD10786,17-09-2025,CUST9586,Sneha,Bangalore,Bakery,Ice Cream,Offline,7,304.68,5,2026.12,3.0
ORD10787,20-06-2025,CUST4283,Sita,Hyderabad City,Beverage,Milk,Web,8,210.08,15,-1428.54,2.0
ORD10788,01-05-2025,CUST6647,Sneha,HYD,Dairy,Bread,Store,9,425.92,10,-3449.95,2.0
ORD10789,24-12-2025,CUST7551,Vijay,Chennai,Beverage,Cake,Mobile App,2,206.04,10,370.87,2.0
ORD10790,01-10-2025,CUST9215,Rahul,Hyderabad,Bakery,Chips,Store,10,105.52,5,1002.44,3.0
ORD10791,09 Feb 2025,CUST7974,Anil,Hyderabad City,Beverage,Bread,Web,5,228.99,10,1030.46,2.0
ORD10792,04-09-2025,CUST6673,Priya,HYD,Frozen Foods,Juice,Mobile App,7,347.52,0,2432.64,1.0
ORD10793,07-01-2025,CUST5963,Rahul,Mumbai,Beverage,Juice,Online,1,253.35,25,190.01,1.0
ORD10794,19 Aug 2025,CUST7282,Rahul,HYD,Beverages,Cookies,Online,6,73.6,5,419.52,5.0
ORD10795,29 Dec 2025,CUST7014,Priya,Hyderabad,Bakery,Cake,Web,8,155.22,0,1241.76,4.0
ORD10796,22 Jun 2025,CUST5877,Priya,Hyderabad,Bakery,Chips,Online,3,160.76,15,-409.94,3.0
ORD10797,19 Jan 2025,CUST6658,Sneha,Pune,Frozen Foods,Soft Drink,Store,3,368.86,25,829.93,3.0
ORD10798,26 Sep 2025,CUST7257,,HYD,Beverage,Cookies,Web,3,312.49,25,703.1,1.0
ORD10799,12-01-2025,CUST9422,Priya,Bangalore,Frozen Foods,Soft Drink,Online,7,483.28,5,3213.81,3.0
ORD10800,31-08-2025,CUST1082,Sneha,Mumbai,Beverages,Milk,Online,1,310.22,5,294.71,3.0
ORD10801,03-12-2025,CUST5715,Priya,Pune,Bakery,Cookies,Mobile App,4,28.68,10,103.25,5.0
ORD10802,18 Jun 2025,CUST9175,Sneha,Bangalore,Bakery,Chips,Offline,6,186.26,15,949.93,
ORD10803,2025/05/11,CUST7048,Ravi,Bengaluru,Beverage,Soft Drink,Web,9,492.77,0,4434.93,5.0
ORD10804,28-08-2025,CUST9040,Kiran,Bangalore,Dairy,Milk,Store,10,227.13,0,2271.3,3.0
ORD10805,07-11-2025,CUST7571,Sita,Mumbai,Beverage,Bread,Offline,10,158.89,5,1509.45,
ORD10806,2025/11/03,CUST9107,Rahul,Pune,Beverage,Soft Drink,Mobile App,6,261.11,20,1253.33,4.0
ORD10807,2025/04/01,CUST7850,,Mumbai,Dairy,Cookies,Offline,3,348.01,0,1044.03,
ORD10808,13-11-2025,CUST8731,Kiran,HYD,Beverage,Soft Drink,Online,7,473.83,10,2985.13,2.0
ORD10809,2025/12/01,CUST3173,Anil,Bengaluru,Snacks,Milk,Online,4,104.1,25,312.3,3.0
ORD10810,2025/08/25,CUST6427,Anil,Hyderabad City,Beverages,Cake,Mobile App,3,486.95,20,1168.68,5.0
ORD10811,05-02-2025,CUST9803,Ravi,HYD,Frozen Foods,Juice,Store,8,433.84,0,3470.72,3.0
ORD10812,01 Oct 2025,CUST7544,Ravi,Pune,Dairy,Chips,Online,7,417.59,25,2192.35,3.0
ORD10813,15 May 2025,CUST5333,Sita,HYD,Beverage,Cookies,Online,6,88.14,5,502.4,2.0
ORD10814,2025/12/30,CUST5510,Anil,Hyderabad,Beverages,Cookies,Offline,8,178.72,15,1215.3,5.0
ORD10815,14-01-2025,CUST5831,Rahul,Hyderabad City,Frozen Foods,Ice Cream,Offline,3,292.47,10,789.67,4.0
ORD10816,2025/05/30,CUST9332,Priya,Mumbai,Dairy,Chips,Store,10,165.42,20,-1323.36,3.0
ORD10817,26 Jun 2025,CUST8897,Kiran,Hyderabad City,Dairy,Cookies,Mobile App,7,435.4,15,2590.63,5.0
ORD10066,25-06-2025,CUST1199,Priya,Bangalore,Frozen Foods,Milk,Offline,2,332.0,10,597.6,5.0
ORD10819,2025/01/17,CUST8317,Sita,Bangalore,Beverages,Soft Drink,Web,9,426.37,20,3069.86,1.0
ORD10820,04 Apr 2025,CUST2043,Anil,Hyderabad City,Bakery,Cake,Web,10,147.57,10,1328.13,2.0
ORD10821,27-04-2025,CUST4234,Vijay,HYD,Bakery,Chips,Store,2,114.28,0,228.56,4.0
ORD10822,2025/09/07,CUST8475,Ravi,Hyderabad,Beverage,Soft Drink,Mobile App,8,393.15,5,2987.94,
ORD10823,10 Sep 2025,CUST9242,Kiran,Bengaluru,Frozen Foods,Cake,Mobile App,5,146.82,20,587.28,3.0
ORD10824,2025/04/04,CUST8261,Ravi,Chennai,Frozen Foods,Cake,Store,3,51.47,15,131.25,1.0
ORD10825,10-04-2025,CUST4445,Anil,Hyderabad City,Beverage,Ice Cream,Offline,9,246.5,25,1663.88,5.0
ORD10826,22-07-2025,CUST5413,Kiran,Bangalore,Beverage,Milk,Mobile App,9,490.95,25,3313.91,4.0
ORD10827,2025/06/05,CUST1092,Kiran,Mumbai,Snacks,Cookies,Mobile App,6,235.86,15,1202.89,4.0
ORD10828,2025/03/13,CUST7265,,Chennai,Bakery,Bread,Store,5,161.5,10,726.75,4.0
ORD10829,21 Apr 2025,CUST8698,Vijay,Hyderabad,Frozen Foods,Soft Drink,Mobile App,3,176.23,15,449.39,5.0
ORD10830,2025/12/28,CUST5656,Anil,HYD,Dairy,Juice,Offline,1,327.02,10,294.32,4.0
ORD10831,2025/02/07,CUST9955,Sneha,Bengaluru,Bakery,Milk,Store,10,116.0,0,1160.0,3.0
ORD10832,20-12-2025,CUST4519,Kiran,Hyderabad City,Beverage,Soft Drink,Mobile App,6,479.46,10,2589.08,4.0
ORD10833,2025/07/05,CUST8968,Anil,Hyderabad,Bakery,Ice Cream,Online,1,87.33,25,65.5,4.0
ORD10834,2025/09/20,CUST2099,Ravi,HYD,Bakery,Chips,Online,6,399.27,15,2036.28,3.0
ORD10835,27 Feb 2025,CUST8060,Kiran,Bengaluru,Dairy,Soft Drink,Mobile App,8,312.82,5,2377.43,
ORD10836,19 Mar 2025,CUST7388,Rahul,Hyderabad,Snacks,Cookies,Offline,7,446.91,15,2659.11,1.0
ORD10837,2025/03/19,CUST3500,Anil,Bangalore,Beverages,Cookies,Offline,4,389.57,20,1246.62,
ORD10838,21-02-2025,CUST5963,Ravi,Hyderabad City,Dairy,Cookies,Web,6,437.87,5,2495.86,2.0
ORD10839,2025/04/22,CUST7232,Ravi,Hyderabad,Dairy,Cake,Mobile App,7,32.2,25,169.05,2.0
ORD10840,2025/04/16,CUST2971,Sita,Pune,Frozen Foods,Milk,Store,10,367.77,0,3677.7,2.0
ORD10841,2025/06/12,CUST1264,Anil,Hyderabad,Dairy,Soft Drink,Mobile App,6,249.43,20,1197.26,4.0
ORD10842,2025/02/21,CUST7384,Rahul,Pune,Snacks,Soft Drink,Web,5,130.09,25,487.84,
ORD10843,15-06-2025,CUST2002,Kiran,Bangalore,Frozen Foods,Milk,Web,3,268.94,5,766.48,1.0
ORD10844,01-08-2025,CUST9151,Sneha,Bangalore,Beverage,Milk,Mobile App,3,195.23,0,585.69,1.0
ORD10845,16 May 2025,CUST9838,,Mumbai,Bakery,Chips,Store,8,36.43,5,276.87,1.0
ORD10846,21-02-2025,CUST9793,Rahul,Pune,Beverages,Soft Drink,Store,2,73.96,15,125.73,4.0
ORD10847,2025/01/01,CUST8828,Vijay,Pune,Frozen Foods,Ice Cream,Store,9,195.48,20,1407.46,1.0
ORD10848,23 Apr 2025,CUST2724,Kiran,Bangalore,Beverages,Milk,Web,2,376.73,25,565.1,5.0
ORD10849,2025/12/04,CUST6373,Rahul,Mumbai,Beverage,Cake,Offline,9,268.11,10,2171.69,2.0
ORD10850,18 Jan 2025,CUST3652,Sneha,Mumbai,Beverage,Bread,Online,1,88.62,0,88.62,2.0
ORD10851,2025/09/05,CUST5576,Anil,Chennai,Beverage,Juice,Offline,4,237.53,10,855.11,1.0
ORD10852,07 Sep 2025,CUST9901,Vijay,Hyderabad City,Snacks,Cookies,Offline,5,50.3,10,226.35,1.0
ORD10853,26-02-2025,CUST3991,Priya,Mumbai,Bakery,Cookies,Offline,7,285.58,0,1999.06,5.0
ORD10854,15-12-2025,CUST6941,Ravi,Bangalore,Frozen Foods,Cookies,Store,3,290.18,20,696.43,5.0
ORD10855,23-03-2025,CUST5561,Kiran,Hyderabad,Dairy,Bread,Web,3,279.59,20,671.02,2.0
ORD10856,2025/09/25,CUST6105,Vijay,Bangalore,Frozen Foods,Milk,Store,5,20.17,10,90.77,
ORD10857,04-02-2025,CUST4168,Sneha,Bangalore,Beverage,Cake,Online,4,207.79,5,789.6,4.0
ORD10858,22-05-2025,CUST9529,Sneha,Bengaluru,Bakery,Milk,Online,3,342.67,10,-925.21,1.0
ORD10859,2025/11/03,CUST6593,Anil,Bengaluru,Snacks,Ice Cream,Mobile App,9,376.6,15,2880.99,
ORD10860,11-05-2025,CUST6940,Vijay,Bangalore,Frozen Foods,Milk,Mobile App,8,384.06,5,2918.86,1.0
ORD10861,2025/08/10,CUST5116,Ravi,Chennai,Snacks,Ice Cream,Online,5,454.27,25,1703.51,4.0
ORD10862,06-09-2025,CUST7157,Vijay,Mumbai,Snacks,Juice,Store,2,498.71,25,748.06,5.0
ORD10863,26-11-2025,CUST6690,Sita,Pune,Dairy,Bread,Store,10,222.48,15,1891.08,1.0
ORD10864,2025/01/20,CUST1464,Sneha,Pune,Beverage,Chips,Web,3,31.59,10,85.29,4.0
ORD10865,2025/06/26,CUST6273,Anil,Mumbai,Beverage,Chips,Offline,5,388.93,5,1847.42,5.0
ORD10866,2025/02/15,CUST6126,Rahul,Pune,Frozen Foods,Bread,Offline,5,68.62,25,257.33,4.0
ORD10867,2025/04/14,CUST6087,Vijay,Bengaluru,Bakery,Cake,Store,3,480.47,10,-1297.27,2.0
ORD10868,13 Nov 2025,CUST6796,Sita,Mumbai,Beverages,Soft Drink,Mobile App,7,429.06,5,2853.25,5.0
ORD10869,31 May 2025,CUST1431,Sita,Pune,Beverages,Bread,Offline,1,138.03,5,131.13,3.0
ORD10870,2025/04/26,CUST4149,Anil,Mumbai,Beverages,Ice Cream,Store,1,431.62,15,366.88,4.0
ORD10871,18 Nov 2025,CUST6245,Sneha,Chennai,Snacks,Cookies,Offline,5,227.03,10,1021.64,2.0
ORD10872,26-12-2025,CUST4669,Kiran,Pune,Beverage,Cake,Store,2,407.48,20,651.97,3.0
ORD10873,24 Aug 2025,CUST6695,Vijay,Pune,Frozen Foods,Juice,Offline,3,30.62,15,78.08,1.0
ORD10874,01-07-2025,CUST8407,Priya,Bengaluru,Bakery,Chips,Web,8,226.8,5,1723.68,2.0
ORD10875,19 Oct 2025,CUST2042,Sneha,Mumbai,Frozen Foods,Cookies,Offline,10,45.43,10,408.87,1.0
ORD10876,08 May 2025,CUST7347,Kiran,Mumbai,Dairy,Chips,Mobile App,8,369.76,10,2662.27,4.0
ORD10877,25-06-2025,CUST4713,Sita,Chennai,Frozen Foods,Milk,Online,5,259.85,5,1234.29,2.0
ORD10878,18 Feb 2025,CUST1206,,Hyderabad,Beverage,Chips,Mobile App,1,347.7,0,347.7,5.0
ORD10879,18 Oct 2025,CUST2588,Rahul,Hyderabad City,Bakery,Milk,Web,10,259.14,20,2073.12,3.0
ORD10880,14 Aug 2025,CUST5774,Kiran,HYD,Beverage, Cake ,Offline,1,468.94,0,468.94,3.0
ORD10881,27-03-2025,CUST8338,Vijay,HYD,Frozen Foods,Milk,Store,6,470.15,25,2115.67,4.0
ORD10882,2025/05/07,CUST2618,Kiran,HYD,Frozen Foods,Cake,Web,7,39.96,0,279.72,4.0
ORD10883,16 Oct 2025,CUST7984,Sneha,Mumbai,Dairy,Bread,Mobile App,3,234.99,5,669.72,
ORD10884,2025/01/13,CUST1903,Sita,Hyderabad,Beverages,Cake,Online,5,258.86,10,1164.87,
